Aris,App.Name,Region,Geographical.Region,Client.Countries,Bus.Area,Functional.Group,Remedy.Support.Queue,Service.entitlement,App.Size,Average.Monthly.Ticket.Volume.Incidents,Average.Monthly.Ticket.Volume..P1,Average.Monthly.Ticket.Volume.P2,Average.Monthly.Ticket.Volume.P3,Average.Monthly.Ticket.Volume.P4,Average.Monthly.Ticket.Volume.Problems,Average.Monthly.Ticket.Volume.CRs,Approx.Number.of.Users,Application.Complexity,Ease.of.Transition,Platform.OS.Type,Database.Type,Comments,Average.MOnthly.Ticket.Volume.Incidents,App.Score,groups
EU-1338,P&L CLIENT RETAIL & AFH EU-1338,Europe,Europe,France,Record to Report,Corporate Functions,KFE France BI Appl Support,Bronze,medium,3,NA,NA,3,NA,3,,20,Medium,,AIX,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.000537367,4
EU-1432,BATCH PRO EU-1432,Europe,Europe,Greece,Material to Inventory,Integrated Supply Chain,KFE Greece Manufacturing Appl Support,Silver,medium,3,NA,NA,3,NA,3,,1,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,2.69E-05,5
EU-1433,HYPERION ESSBASE EU-1433,Europe,Europe,Greece,Record to Report,Corporate Functions,,Silver,medium,3,NA,NA,3,NA,3,,90,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.002418152,5
EU-1449,E:TIME EU-1449,Europe,Europe,Switzerland,Manage People,Corporate Functions,KFE Switzerland HTR Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle 10.2.0.3.0,Calculated from Avg of Silver apps in region,3,0.001343418,5
EU-1453,SPS-CONSOLE EU-1453,Europe,Europe,Switzerland,Material to Inventory,Integrated Supply Chain,KFE Switzerland MTI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,1,Medium,,"Desktop
",N/A,Calculated from Avg of Silver apps in region,3,2.69E-05,5
EU-1671,AUTECO - ALBAPRO EU-1671,Europe,Europe,Italy,Material to Inventory,Integrated Supply Chain,KFE Italy Manufacturing Appl Support,Silver,medium,3,NA,NA,3,NA,3,,20,Medium,,,N/A,Calculated from Avg of Silver apps in region,3,0.000537367,5
EU-1707,MICROSTRATEGY EU-1707,Europe,Europe,Netherlands,Business Intelligence,Enterprise Systems,,Silver,medium,3,NA,NA,3,NA,3,,200,Medium,,,N/A,Calculated from Avg of Silver apps in region,3,0.005373672,5
EU-1757,LUCAS EU-1757,Europe,Europe,France,Sell to Customer,Front Office,KFE France STC Sales Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,IBM WAS DB2,Based on Remedy 3 month data,3,0.001343418,5
EU-2605,STAR FOR TRADEMARKETING EU-2605,EEMEA,EEMEA,Russian Federation,Sell to Customer,Front Office,,Bronze,medium,3,NA,NA,3,NA,NA,1,20,Medium,,Windows Server,MS SQL 2008,,3,0.000537367,2
EU-2662,LEADSYS EU-2662,Europe,Europe,Hungary,Sell to Customer,Front Office,,Silver,medium,3,NA,NA,3,NA,3,,100,Medium,,0,N/A SAAS,Calculated from Avg of Silver apps in region,3,0.002686836,5
EU-2689,IBM CONTENT MANAGER KFE-RUSSELSHEIM BASED EU-2689,Multi Region,"EEMEA, Europe",,Source to Pay,Integrated Supply Chain,,Silver,medium,3,NA,NA,3,NA,3,,100,Medium,,"Desktop
",Desktop - Windows 7,Calculated from Avg of Silver apps in region,3,0.002686836,5
EU-2868,FAX2ORDER EU-2868,Multi Region,"EEMEA, Europe","United Kingdom, Switzerland, Denmark, Austria, Norway, Sweden, Italy, Germany, Greece, Portugal, Belgium, Finland, Ireland, France, Benin, Spain, Netherlands",Plan to Cash,Integrated Supply Chain,EMEA PTC SAP Appl Support,Silver,medium,3,NA,NA,3,NA,3,,200,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.005373672,5
EU-2919,ESTPREV EU-2919,Europe,Europe,France,Sell to Customer,Front Office,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on Remedy 3 month data,3,0.001343418,5
EU-2921,PROSID EU-2921,Europe,Europe,France,Sell to Customer,Front Office,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.001343418,5
EU-2922,PROHIST EU-2922,Europe,Europe,France,Sell to Customer,Front Office,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.001343418,5
EU-2924,PROMO Retail EU-2924,Europe,Europe,France,Record to Report,Corporate Functions,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.001343418,5
EU-2925,TRADE DEALS (Retail & IC) EU-2925,Europe,Europe,France,Sell to Customer,Front Office,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.001343418,5
EU-2926,ESSBASE - OI/AG EU-2926,Europe,Europe,France,Record to Report,Corporate Functions,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,50,Medium,,Windows Server,Oracle V9,Based on tickets asssigned to queue divided by no of apps in queue,3,0.001343418,5
EU-2960,OASIS EU-2960,Multi Region,"Latin America, North America, Asia Pacific, EEMEA, Europe",,Plan to Cash,Integrated Supply Chain,,Silver,medium,3,NA,NA,3,NA,3,,70,Medium,,,,Calculated from Avg of Silver apps in region,3,0.001880785,5
EU-2981,RHXXI (Glintt) EU-2981,Europe,Europe,Portugal,Manage People,Corporate Functions,,Silver,medium,3,NA,NA,3,NA,3,,100,Medium,,,,Calculated from Avg of Silver apps in region,3,0.002686836,5
EU-2996,Sigma EU-2996,Europe,Europe,United Kingdom,Material to Inventory,Integrated Supply Chain,KFE UK Ireland RTR Finance Appl Support,Silver,medium,3,NA,NA,3,NA,3,,130,Medium,,,,Calculated from Avg of Silver apps in region,3,0.003492887,5
EU-2997,Hanwell EU-2997,Europe,Europe,United Kingdom,Material to Inventory,Integrated Supply Chain,KFE UK Ireland RTR Finance Appl Support,Silver,medium,3,NA,NA,3,NA,3,,130,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.003492887,5
EU-2998,Formate EU-2998,Europe,Europe,United Kingdom,Material to Inventory,Integrated Supply Chain,KFE UK Ireland RTR Finance Appl Support,Silver,medium,3,NA,NA,3,NA,3,,100,Medium,,,,Calculated from Avg of Silver apps in region,3,0.002686836,5
EU-3015,Company Archive EU-3015,Europe,Europe,Germany,Core Business Processes,Enterprise Systems,KFE Germany Appl Support (Infosys),Silver,medium,3,NA,NA,3,NA,3,,20,Medium,,SQL-DB,,Calculated from Avg of Silver apps in region,3,0.000537367,5
EU-3047,LOGIO EU-3047,Europe,Europe,Czech Republic,Sell to Customer,Front Office,CEEMA Czech & Slovak Applications,Silver,medium,3,NA,NA,3,NA,3,,30,Medium,,,N/A,Calculated from Avg of Silver apps in region,3,0.000806051,5
EU-3048,SFA Jachym EU-3048,Europe,Europe,Czech Republic,Sell to Customer,Front Office,CEEMA Czech & Slovak Applications,Silver,medium,3,NA,NA,3,NA,3,,180,Medium,,,N/A,Calculated from Avg of Silver apps in region,3,0.004836305,5
EU-3067,Cape Pack 2.11 BIMO EU-3067,EEMEA,EEMEA,Morocco,Product Lifecycle Management,Integrated Supply Chain,CEEMA Morocco Service Desk,Silver,medium,3,NA,NA,1,2,NA,,3,Medium,Easy,"Desktop
",Desktop - Windows 7,,3,8.06E-05,10
EU-3094,Dynamic CRM 2013 EU-3094,EEMEA,EEMEA,South Africa,Sell to Customer,Front Office,CEEMA South Africa On-Site,Silver,medium,3,NA,1,2,NA,NA,,25,Medium,,Windows Server,SQL 2012,,3,0.000671709,10
EU-3106,OPAL Lebanon EU-3106,EEMEA,EEMEA,Lebanon,Record to Report,Corporate Functions,,Silver,medium,3,NA,NA,NA,NA,NA,,5,Medium,,Windows Server,MS SQL 2008,,3,0.000134342,10
EU-3113,OPAL Ukraine/NM EU-3113,EEMEA,EEMEA,"Ukraine, Belarus, Georgia",Record to Report,Corporate Functions,,Silver,medium,3,NA,NA,3,NA,NA,3,5,Medium,,Windows Server,MS SQL 2008,,3,0.000134342,10
NA-761,EMMIS NA-761,Europe,Europe,"Austria, Spain, France, Greece, Sweden, Denmark, Finland, Netherlands, Italy, Switzerland, Ireland, Portugal, Norway, Germany, Belgium, United Kingdom",Source to Pay,Integrated Supply Chain,KFE STP EMMIS External Manufacturing Mgmt Info Appl Support,Silver,medium,3,NA,NA,3,NA,3,,361,Medium,,"Desktop
",Desktop - Windows 7,Based on Remedy 3 month data,3,0.009699477,5
EU-1009,LABEL SYSTEM EU-1009,Europe,Europe,Poland,Material to Inventory,Integrated Supply Chain,CEEMA Poland On-site,Silver,medium,4,NA,NA,4,NA,4,,3,Medium,,Windows Server,Microsoft SQL Server 20008.00.2039,Based on tickets asssigned to queue divided by no of apps in queue,4,0.000107473,5
EU-1011,LEX EU-1011,Europe,Europe,Poland,Corporate Services,Corporate Functions,CEEMA Poland On-site,Bronze,medium,4,NA,NA,4,NA,4,,2,Medium,,Windows Server,Microsoft SQL Server 200810.2.4000.0,Based on tickets asssigned to queue divided by no of apps in queue,4,7.16E-05,4
EU-2044,VIP PAYROLL EU-2044,EEMEA,EEMEA,"Swaziland, Botswana, South Africa, Kenya",Manage People,Corporate Functions,EMEA South Africa Procurement,Bronze,medium,4,1,NA,3,NA,NA,3,5,Medium,,Windows Server,SQL  2003 ( Currently being upgraded),,4,0.000179122,2
EU-2196,COMPENDIA EU-2196,Europe,Europe,"Ireland, United Kingdom",Manage People,Corporate Functions,KFE UK Ireland HTR Appl Support,Bronze,medium,4,NA,NA,4,NA,4,,1,Medium,,,N/A,Based on local knowledge due to not being recorded in remedy,4,3.58E-05,4
EU-3042,Riscon EU-3042,Europe,Europe,Czech Republic,Material to Inventory,Integrated Supply Chain,CEEMA Czech On-site,Silver,medium,4,NA,NA,4,NA,4,,100,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,4,0.003582448,5
EU-3050,DeltaX32 EU-3050,Europe,Europe,Czech Republic,Plan to Cash,Integrated Supply Chain,CEEMA Czech On-site,Silver,medium,4,NA,NA,4,NA,4,,100,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,4,0.003582448,5
EU-3072,eDistributor EU-3072,EEMEA,EEMEA,South Africa,Plan to Cash,Integrated Supply Chain,EMEA South Africa Procurement,Bronze,medium,4,NA,2,2,NA,NA,,15,Medium,,Windows Server,MS SQL 2008 R2 ,,4,0.000537367,2
EU-959,ASIX EU-959,Europe,Europe,Poland,Material to Inventory,Integrated Supply Chain,CEEMA Poland On-site,Silver,medium,4,NA,NA,4,NA,4,,11,Medium,,"Desktop
",Desktop - Windows 7,Based on tickets asssigned to queue divided by no of apps in queue,4,0.000394069,5
unkown,EDI Maintenance,Asia Pacific,Asia Pacific,Japan,,,,Gold,medium,4,0,0,4,0,0,0,0,Medium,,,,,4,0,1
EU-1398,SIRIO AGEING EU-1398,Europe,Europe,Italy,Plan to Cash,Integrated Supply Chain,KFE Italy STC Sales Appl Support,Silver,medium,5,NA,NA,5,NA,5,,270,Medium,,,,Based on Remedy 3 month data,5,0.012090761,5
EU-1903,JANTEK JTA 9.00 - CEEMA - HTR EU-1903,EEMEA,EEMEA,Nigeria,Manage People,Corporate Functions,CEEMA Nigeria On-site,Gold,medium,5,NA,NA,NA,5,NA,,50,Medium,,Windows Server,SQL Server 2005,,5,0.00223903,9
EU-2600,SQL: COMPLAINTS EU-2600,EEMEA,EEMEA,Russian Federation,Plan to Cash,Integrated Supply Chain,CEEMA Russia Service Desk,Bronze,medium,5,NA,5,NA,NA,NA,,10,Medium,,Windows Server,"MS SQL 2008 R2 Enterprise 64 bit
",,5,0.000447806,2
EU-2974,CONTROL EU-2974,EEMEA,EEMEA,United Arab Emirates,Plan to Cash,Integrated Supply Chain,CEEMAE-UAE Dubai Onsite HCL,Silver,medium,5,NA,2,3,NA,NA,0.5,8,Medium,,Windows Server,MS SQL 2012,,5,0.000358245,10
EU-3093,Time and Attendance System EU-3093,EEMEA,EEMEA,Morocco,Manage People,Corporate Functions,,Silver,medium,5,NA,1,2,2,NA,,6,Medium,moderate,Windows Server,MS SQL 2008,,5,0.000268684,10
EU-3104,OPAL Egypt EU-3104,EEMEA,EEMEA,Egypt,Record to Report,Corporate Functions,,Silver,medium,5,NA,NA,NA,NA,NA,,5,Medium,,Windows Server,Misrosoft SQL 2008 Enterprise,,5,0.000223903,10
EU-3108,OPAL Nigeria/Ghana EU-3108,EEMEA,EEMEA,"Ghana, Nigeria",Record to Report,Corporate Functions,,Silver,medium,5,NA,NA,5,NA,3,,5,Medium,,Windows Server,MS SQL 2008,,5,0.000223903,10
EU-3111,OPAL GCC/Saudi EU-3111,EEMEA,EEMEA,"United Arab Emirates, Saudi Arabia, Bahrain",Record to Report,Corporate Functions,CEEMAE-UAE Dubai Onsite HCL,Silver,medium,5,NA,NA,5,NA,3,,5,Medium,,Windows Server,MS SQL 2008 Server,,5,0.000223903,10
EU-888,PAIE GRH 500 EU-888,EEMEA,EEMEA,Morocco,Manage People,Corporate Functions,CEEMA Morocco Service Desk,Silver,medium,5,NA,1,2,3,NA,,5,Medium,Moderate,Windows Server,MS SQL 2008,,5,0.000223903,10
EU-3095,Deployment tool EU-3095,EEMEA,EEMEA,Russian Federation,Plan to Cash,Integrated Supply Chain,CEEMA Russia Service Desk,Bronze,medium,5.25,0.25,5,NA,NA,NA,,20,Medium,,Windows Server,Microsoft SQL 2008,,5.25,0.000940393,2
AP-045,CHRIS AP-045,Asia Pacific,Asia Pacific,"New Zealand, Australia",Manage People,,AP Australia Appl Support,Silver,medium,6,NA,NA,NA,6,NA,0.2,60,Medium,,Windows Server,,,6,0.003224203,8
EU-3035,Trade Term Calculation EU-3035,Europe,Europe,United Kingdom,Sell to Customer,Front Office,KFE UK Ireland Cross-functional Appl Support,Silver,medium,6,NA,NA,6,NA,6,,300,Medium,,,,Based on Remedy 3 month data,6,0.016121015,5
unkown,Non SAP Security Support,Asia Pacific,Asia Pacific,,,,,Gold,medium,6,0,0,4,2,0,0,0,Medium,,,,,6,0,1
EU-3063,SQL DWH&OLAP cubes EU-3063,EEMEA,EEMEA,Russian Federation,Business Intelligence,Enterprise Systems,CEEMA Russia Service Desk,Silver,medium,7.5,1.5,2,4,NA,NA,,40,Medium,,Windows Server,"MS SQL 2008 R2 Enterprise 64 bit
",,7.5,0.002686836,10
EU-1847,TRENDES - CEEMA - HTR EU-1847,EEMEA,EEMEA,"Lebanon, Egypt",Manage People,Corporate Functions,CEEMA Egypt Applications,Bronze,medium,8,NA,NA,NA,NA,NA,,6,Medium,,Windows Server,MS SQL 2005,,8,0.000429894,2
EU-1424,VMI MANUGISTICS EU-1424,Europe,Europe,"Italy, France, Belgium, Switzerland",Plan to Cash,Integrated Supply Chain,EMEA PTC Manugistics Product Supply,Silver,medium,9,NA,NA,9,NA,6,3,20,Medium,,AIX,Oracle 9.2.06,Based on Remedy 3 month data,9,0.001612102,5
EU-1685,Labware LIMS EU-1685,Multi Region,"North America, Europe","France, Germany, Canada, Italy, United States, United Kingdom",Product Lifecycle Management,Integrated Supply Chain,KFE Germany PLM LIMS Laboratory Information Appl Support,Bronze,medium,10,NA,NA,10,NA,10,,300,Medium,,Windows Server,Microsoft SQL Server 2005 9.00.5057.00,Need to confirm numbers with RSSL team who currrently support app (tickets raised would go to general queue not LIMS specific),10,0.026868358,7
EU-2692,POINT.X APPLICATION EU-2692,Multi Region,"EEMEA, Europe","Czech Republic, Poland, Ukraine, Slovakia, Hungary, Russian Federation, Swaziland, Morocco, Nigeria, Lithuania, Ghana, Turkey",Material to Inventory,Integrated Supply Chain,,Gold,medium,10,NA,1,9,NA,10,,400,Medium,,Windows Server,SQL Server 2008,Based on local knowledge but need to check with EEMA team,10,0.035824478,6
EU-2861,CALYPSO EU-2861,Europe,Europe,Germany,Sell to Customer,Front Office,EMEA STC Calypso Sybase Appl Support,Silver,medium,10,NA,NA,10,NA,10,,205,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,10,0.018360045,5
EU-3002,UNIS EU-3002,EEMEA,EEMEA,Egypt,Manage People,Corporate Functions,CEEMA Egypt Applications,Gold,medium,10,NA,NA,NA,NA,NA,,4,Medium,,Windows Server,MS SQL 2008,,10,0.000358245,9
EU-863,BLICK EU-863,EEMEA,EEMEA,South Africa,Manage People,Corporate Functions,EMEA South Africa Procurement,Silver,medium,10,10,NA,NA,NA,NA,4,50,Medium,,Windows Server,SQL 2005 (Currently Undergoing Upgrade),,10,0.00447806,10
AP-756,E-Order AP-756,Asia Pacific,Asia Pacific,"Taiwan, China, Indonesia",Plan to Cash,Integrated Supply Chain,AP China Application Support,Gold,medium,12,2,NA,5,5,20,2,1130,Medium,,Windows Server,"SQl 2008 
",,12,0.12144498,3
EU-3091,SPEED EU-3091,EEMEA,EEMEA,Egypt,Plan to Cash,Integrated Supply Chain,CEEMA Egypt Applications,Bronze,medium,15,NA,NA,NA,NA,NA,,5,Medium,,Windows Server,MS SQL 2008,,15,0.000671709,2
EU-1807,PANORAMA 5.0.8 EU-1807,EEMEA,EEMEA,Turkey,Sell to Customer,Front Office,CEEMA Turkey Applications,Silver,medium,20,NA,2,2,NA,5,11,1065,Medium,,Windows Server,SQL 2008 R2 64 bit,,20,0.190765345,10
EU-1967,BAIKAL - CEEMA - STC EU-1967,EEMEA,EEMEA,Russian Federation,Sell to Customer,Front Office,CEEMA Russia Service Desk,Bronze,medium,20,1,5,NA,14,NA,3,1,Medium,,Windows Server,MS SQL 2008,,20,0.000179122,2
EU-2973,HRMS HR NET EU-2973,EEMEA,EEMEA,United Arab Emirates,Manage People,Corporate Functions,CEEMAE-UAE Dubai Onsite HCL,Gold,medium,25,5,15,NA,5,NA,2,700,Medium,,Windows Server,MS SQL 2008,,25,0.156732091,9
EU-861,1C:PREDPRIATIE EU-861,EEMEA,EEMEA,"Georgia, Belarus, Kazakhstan, Ukraine",Manage People,Corporate Functions,CEEMA Ukraine Kyiv NM On-site,Silver,medium,25,0.5,5.5,18,NA,NA,5,60,Medium,,Windows Server,MS SQL 2008,,25,0.013434179,10
EU-1561,"SCORE MANUGISTICS EMEA, AP & LA EU-1561",Multi Region,"Asia Pacific, EEMEA, Europe, Latin America, North America",,Plan to Cash,Integrated Supply Chain,EMEA PTC Manugistics Product Supply,Silver,medium,50,NA,2,48,NA,40,10,250,Medium,,AIX,Oracle 9.2.0.6,Based on Remedy 3 month data,50,0.111951494,5
EU-2571,BOSS KADROVIK EU-2571,EEMEA,EEMEA,Russian Federation,Manage People,Corporate Functions,CEEMA Russia Service Desk,Silver,medium,103,NA,NA,3,100,NA,15,150,Medium,,Windows Server,MS SQL 2008,,103,0.138372046,10
EU-3122,Routing Portal EU-3122,EEMEA,EEMEA,Russian Federation,Collaboration and Content Services,CTO,CEEMA Russia Service Desk,Bronze,medium,152,0.4,NA,0.8,152,NA,5,1000,Medium,,,,,152,1.361330163,2
AP-740,Readsoft Verify AP-740,Asia Pacific,Asia Pacific,"Singapore, Philippines, Australia",Source to Pay,,AP STP SAP Appl Support,Silver,medium,0,NA,NA,NA,NA,NA,,50,Medium,,Oracle,Oracle Version 11g R2,,0,0,8
AP-778,SFA AP-778,Asia Pacific,Asia Pacific,China,Sell to Customer,,AP China Application Support,Gold,medium,0,NA,NA,NA,NA,NA,,4400,Medium,,Windows Server,SQl 2008 ,,0,0,3
